PDS,ANZ_S,RTS_E22100.0,RTS_E22100.1,RTS_E22100.3,RTS_E22100.3.MW_A_PR,RTS_E22100.3.MW_M_PR,RTS_E22100.3.MW_A_PW,RTS_E22100.3.MW_M_PW,RTS_E22100.4,RTS_E22100.4.MW_A_PR,RTS_E22100.4.MW_M_PR,RTS_E22100.4.MW_A_PW,RTS_E22100.4.MW_M_PW,RTS_E22100.9,RTS_E22090.0,RTS_E22090.1,RTS_E22090.3,RTS_E22090.3.MW_A_PR,RTS_E22090.3.MW_M_PR,RTS_E22090.3.MW_A_PW,RTS_E22090.3.MW_M_PW,RTS_E22090.4,RTS_E22090.4.MW_A_PR,RTS_E22090.4.MW_M_PR,RTS_E22090.4.MW_A_PW,RTS_E22090.4.MW_M_PW,RTS_E22090.9,RTS_E22080.0,RTS_E22080.1,RTS_E22080.3,RTS_E22080.3.MW_A_PR,RTS_E22080.3.MW_M_PR,RTS_E22080.3.MW_A_PW,RTS_E22080.3.MW_M_PW,RTS_E22080.4,RTS_E22080.4.MW_A_PR,RTS_E22080.4.MW_M_PR,RTS_E22080.4.MW_A_PW,RTS_E22080.4.MW_M_PW,RTS_E22080.9,RTS_E22070.0,RTS_E22070.1,RTS_E22070.3,RTS_E22070.3.MW_A_PR,RTS_E22070.3.MW_M_PR,RTS_E22070.3.MW_A_PW,RTS_E22070.3.MW_M_PW,RTS_E22070.4,RTS_E22070.4.MW_A_PR,RTS_E22070.4.MW_M_PR,RTS_E22070.4.MW_A_PW,RTS_E22070.4.MW_M_PW,RTS_E22070.9,RTS_E22060.0,RTS_E22060.1,RTS_E22060.3,RTS_E22060.3.MW_A_PR,RTS_E22060.3.MW_M_PR,RTS_E22060.3.MW_A_PW,RTS_E22060.3.MW_M_PW,RTS_E22060.4,RTS_E22060.4.MW_A_PR,RTS_E22060.4.MW_M_PR,RTS_E22060.4.MW_A_PW,RTS_E22060.4.MW_M_PW,RTS_E22060.9,RTS_E22050.0,RTS_E22050.1,RTS_E22050.3,RTS_E22050.3.MW_A_PR,RTS_E22050.3.MW_M_PR,RTS_E22050.3.MW_A_PW,RTS_E22050.3.MW_M_PW,RTS_E22050.4,RTS_E22050.4.MW_A_PR,RTS_E22050.4.MW_M_PR,RTS_E22050.4.MW_A_PW,RTS_E22050.4.MW_M_PW,RTS_E22050.9,RTS_E22040.0,RTS_E22040.1,RTS_E22040.3,RTS_E22040.3.MW_A_PR,RTS_E22040.3.MW_M_PR,RTS_E22040.3.MW_A_PW,RTS_E22040.3.MW_M_PW,RTS_E22040.4,RTS_E22040.4.MW_A_PR,RTS_E22040.4.MW_M_PR,RTS_E22040.4.MW_A_PW,RTS_E22040.4.MW_M_PW,RTS_E22040.9,RTS_E22030.0,RTS_E22030.1,RTS_E22030.3,RTS_E22030.3.MW_A_PR,RTS_E22030.3.MW_M_PR,RTS_E22030.3.MW_A_PW,RTS_E22030.3.MW_M_PW,RTS_E22030.4,RTS_E22030.4.MW_A_PR,RTS_E22030.4.MW_M_PR,RTS_E22030.4.MW_A_PW,RTS_E22030.4.MW_M_PW,RTS_E22030.9,RTS_E22020.0,RTS_E22020.1,RTS_E22020.3,RTS_E22020.3.MW_A_PR,RTS_E22020.3.MW_M_PR,RTS_E22020.3.MW_A_PW,RTS_E22020.3.MW_M_PW,RTS_E22020.4,RTS_E22020.4.MW_A_PR,RTS_E22020.4.MW_M_PR,RTS_E22020.4.MW_A_PW,RTS_E22020.4.MW_M_PW,RTS_E22020.9,RTS_E22010.0,RTS_E22010.1,RTS_E22010.3,RTS_E22010.3.MW_A_PR,RTS_E22010.3.MW_M_PR,RTS_E22010.3.MW_A_PW,RTS_E22010.3.MW_M_PW,RTS_E22010.4,RTS_E22010.4.MW_A_PR,RTS_E22010.4.MW_M_PR,RTS_E22010.4.MW_A_PW,RTS_E22010.4.MW_M_PW,RTS_E22010.9
1566170,583,49,,,,,,,534,"2,191011","98,623596",",758137","34,126014",,141,96,,,,,,346,"2,063584","63,973988",",705636","21,711462",,11,22,289,"4,878893","146,366782","1,673822","50,214656",261,"7,45977","226,321839","2,57269","78,065743",,41,73,90,"2,688889",219,",903675","73,485223",379,"4,949868","419,287599","1,708869","144,752817",,25,6,,,,,,552,"1,554348","119,32971",",536484","41,202122",,1,5,17,"2,058824",120,",703119","40,951872",560,"3,005357","180,267857","1,039927","62,376883",,46,160,,,,,,377,"2,270557","136,233422",",782278","46,93669",,6,21,476,"4,930672","147,920168","1,702832","51,084957",80,"6,1125","183,375","2,098443","62,953283",,17,50,54,"3,240741","141,388889","1,113508","48,56772",462,"6,097403","287,954545","2,106131","99,449846",,,,5,"18,8",714,"6,02","226,1",578,"27,363322","1092,984429","9,41571","376,039505",
1566171,246,63,,,,,,,183,"2,103825","68,770492",",675092","22,191648",,1,20,5,"3,2",46,",979085","14,077015",220,"4,75","157,886364","1,52243","51,06944",,36,18,42,"4,261905","179,166667","1,23847","51,977673",150,"5,3","231,733333","1,773984","77,60599",,19,63,64,"3,34375","238,59375","1,095157","78,33501",100,"6,4","441,45","2,00758","138,729586",,32,3,20,1,30,",335715","10,071435",191,"1,753927","130,445026",",576834","42,720826",,8,34,63,"2,650794","149,285714",",882549","49,677233",141,"4,22695","240,992908","1,382625","78,801593",,10,25,,,,,,211,"2,535545","152,132701",",828167","49,690038",,149,14,30,"5,066667","162,166667","1,625601","51,73655",53,"6,962264","211,132075","2,222579","67,418447",,115,15,21,"4,666667","148,571429","1,499419","48,204793",95,"10,705263","374,526316","3,320144","115,582695",,,1,12,"20,333333","602,5","6,659913","197,172386",233,"43,901288","1547,553648","14,058914","494,132832",
1566172,172,11,,,,,,,161,"1,124224","27,173913",",354252","8,544674",,46,12,1,2,45,",666667",15,113,"1,460177","75,663717",",445993","23,314549",,11,38,62,"5,080645","156,612903","1,575629","48,651832",61,7,"242,622951","2,182369","75,166843",,51,58,33,"3,818182","234,848485","1,196366","73,906928",30,"5,666667","368,666667","1,74908","113,377536",,23,1,,,,,,148,"4,898649","245,97973","1,585035","79,484022",,,,9,5,"153,888889","1,608499","49,511",163,"7,803681","273,92638","2,453721","86,47436",,11,11,31,1,90,",329117","29,620574",119,"2,033613","152,268908",",637656","47,752747",,107,14,28,"6,392857","169,642857","2,076239","54,996658",23,"7,695652","254,347826","2,415836","79,924662",,70,22,10,"4,1","145,5","1,299074","47,105556",70,"12,057143","442,928571","3,695013","134,88996",,,1,14,"21,642857","651,428571","6,541219","196,950855",157,"42,923567","1372,929936","13,352987","427,089384",
1566173,164,4,,,,,,,160,"1,7125","50,75",",552339","16,374109",,3,,,,,,,161,"4,086957","229,161491","1,285238","72,051229",,3,9,13,"2,307692","138,461538",",725788","43,547303",139,"5,748201","344,676259","1,841187","110,415291",,,23,46,"3,847826","234,347826","1,185507","72,085346",95,"6,536842","427,263158","2,114365","137,987336",,,,,,,,,164,"18,628049","681,036585","5,913925","216,790565",,,3,16,"4,125","153,4375","1,275547","47,292233",145,"7,103448","237,793103","2,303183","77,029977",,9,25,1,2,105,",7","36,75",129,"2,457364","147,44186",",780203","46,81218",,74,30,50,"5,2","157,2","1,64043","49,512904",10,"6,6",198,"2,1928","65,783987",,78,9,13,"3,692308","166,153846","1,138751","50,976864",64,"5,859375","352,34375","1,849549","111,097222",,,,11,"21,454545","628,181818","7,022391","206,087542",153,"49,398693","1729,934641","15,491567","542,333323",
1566174,105,49,,,,,,,56,"1,428571","21,428571",",455689","6,835337",,49,21,9,3,45,"1,05","15,75",26,"5,038462","76,153846","1,597162","24,159352",,10,6,4,4,180,"1,140741","51,333333",85,"6,058824","272,117647","1,966529","88,292477",,19,49,12,"5,25","242,5","1,595109","73,825143",25,9,"402,8","2,858147","128,287154",,,,3,1,30,",319753","9,592593",102,"3,470588","159,411765","1,133974","52,207748",,,24,52,"4,096154","147,788462","1,342371","48,32593",29,"5,206897","200,689655","1,692372","65,340038",,15,13,,,,,,77,2,120,",65547","39,328186",,81,3,7,5,"185,714286","1,613518","59,540711",14,"6,142857","205,714286","2,092857","70,285714",,22,1,6,"4,833333",145,"1,484259","44,527778",76,"12,973684","393,552632","4,151188","125,876293",,,2,2,"16,5",540,"5,775",189,101,"47,881188","1701,534653","15,281085","542,966769",
1566175,130,,,,,,,,130,"1,192308","17,884615",",392655","5,889826",,,,36,1,40,",34856","13,942387",94,"2,648936","123,93617",",860117","40,346639",,,4,10,"3,6",168,"1,078518","50,633333",116,"7,448276","381,982759","2,446983","125,392555",,9,14,57,"3,105263","187,368421","1,0782","64,964912",50,"5,86",486,"1,915378","158,572735",,,,,,,,,130,"2,892308","219,346154",",961361","72,903493",,,3,37,"5,513514","154,189189","1,891892","53,034284",90,"7,577778","230,777778","2,482358","75,843526",,2,25,,,,,,103,2,120,",665332","39,919924",,88,6,19,5,200,"1,640838","65,633528",17,"6,529412","261,176471","2,114488","84,579521",,84,13,18,"4,555556","136,666667","1,533951","46,018519",15,"8,266667",248,"2,717901","81,537037",,,2,,,,,,128,"54,140625","1893,984375","17,769492","620,196915",
1566176,62,,,,,,,,62,"2,016129","30,483871",",658941","9,968784",,,41,2,3,45,",913889","13,708334",19,"3,736842","87,631579","1,13168","26,971315",,27,3,6,"4,166667",150,"1,367593","49,324074",26,"7,269231","248,653846","2,393616","81,845474",,7,19,9,"3,888889","231,666667","1,3107","78,058642",27,"7,666667","438,888889","2,400308","137,328451",,2,,2,1,30,",24569","7,37069",58,"1,327586","100,862069",",427389","32,220916",,,25,25,"3,8","133,2","1,224983","43,004848",12,5,"217,5","1,712191","74,423611",,13,49,,,,,,,,,,,,43,,13,"4,846154","226,153846","1,617379","75,763533",6,"6,666667",320,"2,153255","102,415544",,8,17,9,"3,555556","143,333333","1,214198","48,351852",28,"6,321429","327,5","2,023595","103,485153",,,1,,,,,,61,"34,065574","1228,032787","10,965112","394,768065",
1566177,106,,,,,,,,106,"1,811321","28,584906",",616966","9,725095",,3,8,,,,,,95,"2,768421","110,263158",",937646","37,44088",,10,7,20,"3,3","156,75","1,045944","49,911005",69,"5,130435","236,521739","1,749601","80,735647",,26,24,12,"2,583333","222,5",",830501","72,352929",44,"2,840909","357,272727",",980116","123,746671",,40,,,,,,,66,"3,136364","245,909091","1,070684","84,171482",,7,10,25,"2,32",128,",815213","44,780723",64,"4,828125","263,125","1,646107","89,73661",,6,2,,,,,,98,"8,265306","247,959184","2,801816","84,054474",,87,7,6,"4,833333",145,"1,628558","48,856725",6,7,210,"2,373913","71,217391",,38,20,21,"5,190476","155,714286","1,7327","51,981015",27,"6,518519","203,333333","2,279788","71,115865",,,2,3,"22,666667",650,"7,166699","211,164393",101,"33,366337","1284,158416","11,318013","436,229789",
1566178,90,2,,,,,,,88,1,45,",321301","14,458532",,2,3,2,2,45,",7","15,75",83,"3,048193","121,084337",",973112","38,751798",,2,10,25,"4,12","188,8","1,118934","51,262254",53,"4,679245","213,679245","1,56556","71,501498",,,9,8,"3,5","249,375","1,044186","74,600899",73,"11,082192","751,849315","3,320843","224,789248",,,,,,,,,90,"1,722222","124,333333",",536773","38,578028",,,,8,"3,25",135,"1,004058","41,755515",82,"6,158537","240,914634","1,979","77,409487",,8,19,8,1,90,",338657","30,479167",55,"2,527273","171,272727",",793704","53,926813",,62,2,9,"5,333333","213,333333","1,591479","63,659162",17,"8,470588","344,705882","2,447955","98,306637",,9,2,4,"2,5",150,",730882","43,852941",75,"6,213333",396,"1,938254","123,226162",,,,1,22,660,"7,7",231,89,41,"1318,988764","12,720709","409,284982",
1784802,85,,,,,,,,85,"2,141176","32,117647",",72447","10,867054",,,26,34,"2,941176",45,"1,007018","15,414087",25,4,"73,2","1,246927","22,976106",,8,24,21,"4,285714",150,"1,429175","50,012671",32,"6,28125","216,5625","2,080542","71,732819",,2,20,18,"3,611111","216,666667","1,253071","75,184249",45,"7,288889","418,666667","2,358306","135,551618",,12,,2,1,30,",35","10,5",71,"1,380282","98,873239",",462946","32,859695",,,30,43,"3,837209","151,395349","1,29535","50,963468",12,5,"202,5","1,737927","70,177288",,11,74,,,,,,,,,,,,57,6,14,"5,071429","192,142857","1,690838","64,272417",8,6,"226,25","2,1","79,1875",,6,14,11,"2,272727","133,636364",",795455","46,772727",54,"6,092593","384,074074","2,059369","129,927783",,,,3,20,600,7,210,82,"33,939024","1198,536585","11,349674","400,822383",
1784803,644,6,,,,,,,638,"4,956113","49,177116","1,673079","16,589774",,6,91,17,3,"48,823529",",916281","14,96633",530,"6,086792","114,90566","2,050905","38,424088",,48,39,84,"4,642857","153,392857","1,542767","50,524535",473,"8,048626","304,852008","2,695417","102,128601",,106,106,95,"3,421053","220,263158","1,175608","75,603339",337,"6,952522","482,715134","2,301329","159,988552",,35,11,5,1,30,",313704","9,411111",593,"2,27656","121,576728",",766223","40,901861",,,,140,"6,742857","154,178571","2,290493","52,518444",504,"8,64881","222,767857","2,907267","75,023169",,26,8,11,"1,909091",90,",651684","30,757576",599,"3,794658","228,180301","1,280267","76,966532",,501,10,31,"5,129032","205,16129","1,725042","69,001698",102,"7,921569","292,352941","2,602507","96,097166",,200,166,43,"4,953488","131,162791","1,644403","44,810135",235,"24,961702","391,531915","8,399268","131,518323",,,6,30,"21,2","596,333333","7,315682","206,695354",608,"41,703947","1224,449013","13,982983","410,509267",
1784804,468,7,,,,,,,461,"1,616052","25,531453",",54714","8,655574",,1,7,1,3,45,",75","11,25",459,"3,958606","125,03268","1,339518","42,305171",,53,25,71,"2,140845","125,915493",",733683","43,117233",319,"4,30721","245,219436","1,436748","81,816724",,19,119,54,"3,925926","221,111111","1,324094","74,38902",276,"9,177536","623,07971","3,080663","209,251814",,41,,6,1,30,",337088","10,112648",421,"1,586698","102,410926",",536272","34,606438",,,1,2,3,135,"1,05","47,25",465,"6,150538","314,548387","2,092245","106,960124",,17,13,12,2,105,",706482","37,090278",426,"3,537559","199,401408","1,202282","67,761057",,290,50,42,"5,142857","204,761905","1,667008","66,346979",86,"6,337209","253,488372","2,196432","87,857267",,115,32,32,"5,09375","138,75","1,791163","48,23026",289,"13,633218","492,110727","4,518576","164,046135",,,1,13,"19,769231","631,153846","6,521598","208,705621",454,"41,517621","1825,011013","14,032778","617,124862",
1784805,575,34,,,,,,,541,"2,632163","141,182994",",914808","49,071216",,128,84,,,,,,363,"2,038567","61,239669",",70566","21,198736",,3,27,12,"4,916667","140,833333","1,689583","48,354167",533,"8,333959","250,32833","2,884235","86,615654",,39,66,75,"2,52","212,8",",857747","72,436764",395,"4,893671","415,607595","1,699542","144,337913",,39,7,,,,,,529,"1,534972","117,258979",",533677","40,780682",,,2,10,"2,6",147,",91","51,45",563,"3,461812","200,008881","1,203096","69,526107",,30,103,,,,,,442,"2,400452","144,027149",",832788","49,967266",,4,21,495,"4,872727","146,181818","1,696091","50,882737",55,"6,2",186,"2,100759","63,022757",,1,27,64,"3,25","140,625","1,121245","48,501712",483,"6,115942","283,10559","2,120213","98,161629",,,,4,"18,5","648,75","6,475","227,0625",571,"26,164623","1118,204904","9,066143","387,581699",
1784806,255,28,,,,,,,227,"1,017621","15,528634",",315183","4,806556",,6,3,77,1,45,",302675","13,620361",169,"2,923077","112,011834",",906764","34,824438",,19,35,34,"3,676471","163,235294","1,148417","48,665273",167,"5,005988","310,958084","1,536553","95,051048",,15,104,103,"3,582524","213,640777","1,142745","68,185233",33,"5,848485","346,363636","1,863792","110,4868",,1,,147,1,30,",315726","9,471788",107,"4,981308","235,46729","1,37027","67,501973",,1,12,180,"3,055556","120,805556",",953281","37,744789",62,6,"223,064516","1,814126","67,987242",,21,37,,,,,,197,"2,015228","120,837563",",623632","37,391263",,128,55,62,"5,967742","183,629032","1,756577","53,867242",10,9,"331,5","2,332948","84,444152",,170,29,1,1,180,",269231","48,461538",55,"5,909091","995,454545","1,785024","299,901112",,,1,7,"19,285714",630,"6,75","220,5",247,"32,145749","1183,88664","9,595903","353,596392",
1784807,30,10,,,,,,,20,"1,1",48,",361481","15,902778",,13,9,,,,,,8,2,"82,5",",643287","26,663195",,,1,1,4,150,"1,333333",50,28,"7,642857","289,285714","2,477315","93,375",,3,7,2,4,330,"1,037037","85,555556",18,"4,944444","426,666667","1,677366",145,,,,,,,,,30,"6,666667",162,"2,121158","53,893573",,,,,,,,,30,"9,3","312,5","3,085686","103,888562",,,30,,,,,,,,,,,,27,1,1,5,225,"1,75","78,75",1,6,270,"2,1","94,5",,,3,1,5,150,"1,666667",50,26,"14,923077","448,846154","4,925603","148,171946",,,4,2,"24,5",735,"7,213889","216,416667",24,"36,458333","1133,75","11,845511","367,437092",
1784808,25,,,,,,,,25,"1,04","17,4",",357778","5,996667",,,1,,,,,,24,"3,916667","116,25","1,321142","39,196759",,1,1,6,"2,5",140,",827469","46,601852",17,"4,588235","229,411765","1,551743","77,960784",,,3,,,,,,22,"5,636364","592,5","1,918519","201,258838",,3,,,,,,,22,"1,772727","129,545455",",612795","44,792929",,,2,6,"5,833333","157,5","1,96821","53,601852",17,"7,411765","219,705882","2,543028","75,490196",,1,6,,,,,,18,"2,111111","126,666667",",721605","43,296296",,13,2,2,5,150,"1,75","52,5",8,"6,875","206,25","2,344676","70,340278",,1,3,2,5,150,"1,555556","46,666667",19,"13,105263","393,157895","4,504971","135,149123",,,,2,19,570,"6,65","199,5",23,"47,217391","1764,130435","16,007568","597,570048",
1784809,155,3,,,,,,,152,"1,842105","32,236842",",619616","10,834119",,100,8,17,"1,411765","44,705882",",477342","15,029412",30,"1,5","76,333333",",478457","24,369444",,35,21,48,"4,6875","144,375","1,570135","48,287493",51,"7,254902","292,941176","2,343915","94,765881",,19,39,23,"3,391304","216,956522","1,132045","72,324879",74,6,"431,081081","2,013197","144,789671",,6,,1,2,30,",7","10,5",148,"1,736486","112,702703",",580953","37,781764",,,,21,"3,047619","136,428571","1,070714","47,932147",134,"4,664179","206,902985","1,55191","68,960453",,13,2,13,2,90,",7","31,5",127,"4,976378","224,291339","1,650444","74,394001",,116,12,17,"5,058824","182,647059","1,673507","60,0432",10,"7,1","281,5","2,308333","91,458333",,85,15,10,"4,6",138,"1,555556","46,666667",45,"9,444444","283,333333","3,103055","93,091637",,,8,12,"19,916667","596,25","6,749299","202,118679",135,"35,407407","1109,555556","11,740917","367,519684",
1784810,510,6,,,,,,,504,"1,029762","15,892857",",311646","4,807615",,,1,3,1,45,",375244","16,885965",506,"2,496047","74,881423",",749549","22,48816",,81,43,72,"3,972222","182,5","1,04895","48,252417",314,"6,350318","290,636943","1,916008","87,736355",,3,294,63,"4,555556","265,079365","1,314358","75,594149",150,"7,74","506,7","2,207984","143,787089",,88,43,23,"1,652174","34,782609",",535209","11,193143",356,"1,938202","97,865169",",570682","28,843784",,,4,45,"7,622222","145,666667","2,540684","48,940724",461,"9,91757","226,854664","2,887848","66,764151",,235,20,173,2,"90,086705",",613873","27,645226",82,"3,353659","175,792683","1,011609","52,973023",,221,88,74,"6,864865","186,216216","2,023049","55,206559",127,"15,291339","510,944882","4,262085","142,074713",,301,94,31,"8,032258","172,419355","2,100781","48,377977",84,"15,916667","369,22619","4,619064","106,082313",,,19,37,"24,648649","712,837838","6,939088","203,599139",454,"63,019824","2281,101322","18,203739","660,85846",
1784811,689,5,,,,,,,684,"1,248538","18,78655",",398473","5,99624",,127,223,216,"1,013889","45,138889",",330641","14,736501",123,"2,130081","75,609756",",663516","23,685273",,140,26,61,"3,754098","173,114754","1,095602","50,154118",462,"5,967532","268,603896","1,893887","85,330114",,38,363,143,"3,685315","235,734266","1,168621","74,785434",145,"6,006897","436,965517","1,902932","138,560273",,138,,,,,,,551,"9,168784","245,172414","2,897006","76,871484",,,33,38,"5,078947","150,657895","1,630321","48,941238",618,"7,150485","300,380259","2,251446","95,1897",,40,100,152,1,90,",331075","29,796755",397,"2,244332","163,866499",",709869","51,826756",,500,110,21,"5,238095","186,904762","1,648433","59,25",58,"12,137931","462,241379","3,764514","142,531454",,289,37,43,"3,581395","161,27907","1,125735","50,662708",320,"8,46875","413,359375","2,604099","126,817685",,,7,59,"21,20339","639,830508","6,962883","210,117774",623,"39,712681","1274,229535","12,439053","399,376757",
1784812,292,42,,,,,,,250,"1,064","15,96",",36851","5,527646",,57,149,26,"1,961538",45,",642862","15,314492",60,"2,666667","68,5",",914336","23,726231",,25,181,39,"4,564103","138,205128","1,594044","48,265319",47,"6,553191","198,191489","2,306136","69,804653",,87,159,28,5,"212,142857","1,676145","71,328216",18,"7,388889","318,055556","2,514815","108,741255",,48,1,4,1,30,",354605","10,638158",239,"1,497908","68,389121",",513586","23,48578",,3,230,52,"5,173077","153,846154","1,806822","54,169252",7,"9,714286","242,142857","3,124217","78,646011",,176,52,60,2,90,",702413","31,608583",4,"2,25","127,5",",785213","44,813726",,135,39,54,5,"147,777778","1,702899","50,265974",64,"6,5625","195,46875","2,224638","66,246959",,52,54,15,"4,933333",134,"1,742222","47,288889",171,"10,725146","411,432749","3,674769","141,278585",,,10,10,"26,2","639,5","8,280741","202,947863",272,"45,511029","1237,5","15,678056","426,460327",
1784813,27,,,,,,,,27,"1,740741","55,555556",",564802","18,17486",,4,2,2,"1,5","47,5",",525","16,625",19,"4,421053","141,842105","1,425511","45,678574",,6,,2,2,120,",7",42,19,"6,684211","348,947368","2,134189","111,909851",,14,12,1,4,320,"1,037037","82,962963",,,,,,,,15,,,,,,12,25,"83,75","7,974336","27,325785",,,,,,,,,27,"11,666667","329,074074","3,707515","104,83065",,27,,,,,,,,,,,,,6,1,7,"5,714286","171,428571","1,718104","51,543107",13,"7,076923","212,307692","2,372507","71,175214",,6,14,2,4,120,"1,4",42,5,"10,8",654,"3,199259","186,433333",,1,,3,"20,333333","708,333333","6,330247","222,962963",23,34,"1261,086957","10,83519","401,901898",
1784814,29,14,,,,,,,15,"1,133333",32,",350536","9,86424",,,17,6,2,"49,166667",",694445","17,037037",6,3,"75,833333",",952778","23,180556",,2,5,6,4,145,"1,425","51,208333",16,"7,125","260,625","2,172569","81,15625",,,25,2,5,285,"1,361112","77,291667",2,"7,5","412,5","2,361111","127,083334",,,,,,,,,29,"3,827586","297,068966","1,235794","96,32174",,,4,11,"3,363636","147,272727","1,076437","47,03396",14,5,"241,071429","1,54008","78,595238",,29,,,,,,,,,,,,,8,7,8,"5,5",165,"1,763889","52,916667",6,"10,166667",305,"2,82781","84,834291",,,,,,,,,29,"12,62069","448,275862","3,959929","141,027811",,,1,,,,,,28,"42,75","1321,25","13,418918","413,444239",
1784815,905,9,,,,,,,896,"1,877232","54,68192",",613215","17,880773",,,208,68,"2,941176","46,691176",",999011","15,867239",629,"6,513514","217,352941","2,063172","68,818349",,81,128,23,"3,73913","146,73913","1,219616","47,669146",673,"8,358098","425,059435","2,719266","138,071507",,254,272,78,"3,538462","227,564103","1,123368","72,131845",301,"6,023256","423,671096","1,940457","136,506988",,23,1,6,1,30,",30463","9,138889",875,"2,097143","120,222857",",678112","38,876069",,,3,22,"6,090909","147,272727","2,074074","50,308081",880,"10,298864","278,8125","3,320241","90,18856",,50,8,60,"1,716667",90,",572811","29,974271",787,"3,6277","213,735705","1,179297","69,494412",,798,31,20,"5,35",239,"1,667549","73,546394",56,"7,196429","295,178571","2,252546","92,801422",,78,271,34,5,"146,029412","1,68065","49,14177",522,"10,181992","440,91954","3,206112","138,799733",,,7,38,"20,657895","630,789474","6,716862","204,335526",860,"40,865116","1375,046512","13,072233","439,716618",
1784816,113,,,,,,,,113,"1,59292","25,353982",",554265","8,827488",,4,8,,,,,,101,"2,346535",100,",813818","34,691264",,12,9,13,"2,923077","133,846154","1,027328","47,037449",79,"4,974684",240,"1,720966","83,082731",,25,26,7,"2,285714","201,428571",",807895","70,973684",55,"2,745455","337,090909",",947134","116,339005",,30,,,,,,,83,"2,578313","188,674699",",8984","65,750478",,,1,7,"3,714286","154,285714","1,3",54,105,"8,190476","346,095238","2,842204","120,244704",,8,1,,,,,,104,8,240,"2,774737","83,242121",,97,4,6,"4,833333",145,"1,691667","50,75",6,"6,5",195,"2,154012","64,62037",,44,18,40,"4,675","140,25","1,602779","48,083361",11,"6,454545","193,636364","2,184848","65,545455",,,3,6,"19,666667",570,"6,944737","201,035088",104,"32,894231","1240,865385","11,39913","430,103249",
1784817,1575,163,,,,,,,1412,"1,964589","31,058782",",663329","10,47932",,482,47,3,3,45,"1,05","15,75",1043,"4,59348","69,074784","1,539513","23,147568",,176,27,35,"3,685714","163,571429","1,194568","52,742879",1337,"6,005984","245,067315","2,022712","82,454582",,26,189,844,"3,387441","203,886256","1,16045","69,823341",516,"6,246124","416,976744","2,109368","140,799384",,36,1,,,,,,1538,"1,93498","140,318596",",654879","47,506761",,,108,435,"4,593103","133,551724","1,558892","45,348014",1032,"5,946705","230,130814","2,014451","77,987699",,71,275,,,,,,1229,"2,043124","122,587469",",692196","41,531765",,5,498,525,"4,914286","149,457143","1,615414","49,140341",547,"6,407678","200,374771","2,189731","68,438602",,597,371,99,"4,131313","162,424242","1,23215","47,435876",508,"4,917323","207,814961","1,697922","71,818631",,,1,14,"21,5","583,571429","7,470455","202,772727",1560,"46,261538","1594,166667","15,547559","535,649952",
1784818,1225,14,,,,,,,1211,"2,182494","32,753922",",72109","10,820636",,241,16,19,"2,894737",45,",88715","13,716599",949,"3,17176","109,847208","1,042017","36,288921",,157,227,375,"3,648","142,4","1,206675","47,152584",466,"4,682403","240,965665","1,532447","78,683516",,199,388,205,"3,02439","226,682927",",985228","73,638233",433,"6,140878","470,762125","1,971568","152,004331",,62,,6,1,30,",334877","10,046296",1157,"4,361279","228,712187","1,432563","75,227655",,,7,140,"2,485714","129,821429",",83002","43,360909",1078,"4,548237","210,292208","1,495679","69,564273",,386,193,19,1,90,",345224","31,070175",627,"2,236045","170,07177",",735947","55,929826",,938,79,117,"5,042735","154,145299","1,615843","49,386704",91,"7,692308","244,230769","2,481909","78,952279",,588,59,113,"4,911504","152,522124","1,61289","50,090229",465,"11,722581","358,709677","3,762781","115,157542",,,16,8,20,"596,25","7,140716","212,694079",1201,"69,398002","2188,101582","22,629342","713,108373",
