PDS,ANZ_S,RTS_E27120.0,RTS_E27120.1,RTS_E27120.3,RTS_E27120.3.MW_A_PR,RTS_E27120.3.MW_M_PR,RTS_E27120.3.MW_A_PW,RTS_E27120.3.MW_M_PW,RTS_E27120.4,RTS_E27120.4.MW_A_PR,RTS_E27120.4.MW_M_PR,RTS_E27120.4.MW_A_PW,RTS_E27120.4.MW_M_PW,RTS_E27120.9,RTS_E27110.0,RTS_E27110.1,RTS_E27110.3,RTS_E27110.3.MW_A_PR,RTS_E27110.3.MW_M_PR,RTS_E27110.3.MW_A_PW,RTS_E27110.3.MW_M_PW,RTS_E27110.4,RTS_E27110.4.MW_A_PR,RTS_E27110.4.MW_M_PR,RTS_E27110.4.MW_A_PW,RTS_E27110.4.MW_M_PW,RTS_E27110.9,RTS_E27100.0,RTS_E27100.1,RTS_E27100.3,RTS_E27100.3.MW_A_PR,RTS_E27100.3.MW_M_PR,RTS_E27100.3.MW_A_PW,RTS_E27100.3.MW_M_PW,RTS_E27100.4,RTS_E27100.4.MW_A_PR,RTS_E27100.4.MW_M_PR,RTS_E27100.4.MW_A_PW,RTS_E27100.4.MW_M_PW,RTS_E27100.9,RTS_E27090.0,RTS_E27090.1,RTS_E27090.3,RTS_E27090.3.MW_A_PR,RTS_E27090.3.MW_M_PR,RTS_E27090.3.MW_A_PW,RTS_E27090.3.MW_M_PW,RTS_E27090.4,RTS_E27090.4.MW_A_PR,RTS_E27090.4.MW_M_PR,RTS_E27090.4.MW_A_PW,RTS_E27090.4.MW_M_PW,RTS_E27090.9,RTS_E27080.0,RTS_E27080.1,RTS_E27080.3,RTS_E27080.3.MW_A_PR,RTS_E27080.3.MW_M_PR,RTS_E27080.3.MW_A_PW,RTS_E27080.3.MW_M_PW,RTS_E27080.4,RTS_E27080.4.MW_A_PR,RTS_E27080.4.MW_M_PR,RTS_E27080.4.MW_A_PW,RTS_E27080.4.MW_M_PW,RTS_E27080.9,RTS_E27070.0,RTS_E27070.1,RTS_E27070.3,RTS_E27070.3.MW_A_PR,RTS_E27070.3.MW_M_PR,RTS_E27070.3.MW_A_PW,RTS_E27070.3.MW_M_PW,RTS_E27070.4,RTS_E27070.4.MW_A_PR,RTS_E27070.4.MW_M_PR,RTS_E27070.4.MW_A_PW,RTS_E27070.4.MW_M_PW,RTS_E27070.9,RTS_E27060.0,RTS_E27060.1,RTS_E27060.3,RTS_E27060.3.MW_A_PR,RTS_E27060.3.MW_M_PR,RTS_E27060.3.MW_A_PW,RTS_E27060.3.MW_M_PW,RTS_E27060.4,RTS_E27060.4.MW_A_PR,RTS_E27060.4.MW_M_PR,RTS_E27060.4.MW_A_PW,RTS_E27060.4.MW_M_PW,RTS_E27060.9,RTS_E27050.0,RTS_E27050.1,RTS_E27050.3,RTS_E27050.3.MW_A_PR,RTS_E27050.3.MW_M_PR,RTS_E27050.3.MW_A_PW,RTS_E27050.3.MW_M_PW,RTS_E27050.4,RTS_E27050.4.MW_A_PR,RTS_E27050.4.MW_M_PR,RTS_E27050.4.MW_A_PW,RTS_E27050.4.MW_M_PW,RTS_E27050.9,RTS_E27040.0,RTS_E27040.1,RTS_E27040.3,RTS_E27040.3.MW_A_PR,RTS_E27040.3.MW_M_PR,RTS_E27040.3.MW_A_PW,RTS_E27040.3.MW_M_PW,RTS_E27040.4,RTS_E27040.4.MW_A_PR,RTS_E27040.4.MW_M_PR,RTS_E27040.4.MW_A_PW,RTS_E27040.4.MW_M_PW,RTS_E27040.9,RTS_E27030.0,RTS_E27030.1,RTS_E27030.3,RTS_E27030.3.MW_A_PR,RTS_E27030.3.MW_M_PR,RTS_E27030.3.MW_A_PW,RTS_E27030.3.MW_M_PW,RTS_E27030.4,RTS_E27030.4.MW_A_PR,RTS_E27030.4.MW_M_PR,RTS_E27030.4.MW_A_PW,RTS_E27030.4.MW_M_PW,RTS_E27030.9,RTS_E27020.0,RTS_E27020.1,RTS_E27020.3,RTS_E27020.3.MW_A_PR,RTS_E27020.3.MW_M_PR,RTS_E27020.3.MW_A_PW,RTS_E27020.3.MW_M_PW,RTS_E27020.4,RTS_E27020.4.MW_A_PR,RTS_E27020.4.MW_M_PR,RTS_E27020.4.MW_A_PW,RTS_E27020.4.MW_M_PW,RTS_E27020.9,RTS_E27010.0,RTS_E27010.1,RTS_E27010.3,RTS_E27010.3.MW_A_PR,RTS_E27010.3.MW_M_PR,RTS_E27010.3.MW_A_PW,RTS_E27010.3.MW_M_PW,RTS_E27010.4,RTS_E27010.4.MW_A_PR,RTS_E27010.4.MW_M_PR,RTS_E27010.4.MW_A_PW,RTS_E27010.4.MW_M_PW,RTS_E27010.9
1957357,1719,,,,,,,,1719,"1,045957","15,689354",",335246","5,028694",,2,,20,1,30,",341269","10,238058",1697,"2,596936","117,348262",",821831","37,215147",,902,96,109,3,"173,486239","1,001481","57,950866",612,"4,47549","258,643791","1,419923","82,054097",,215,150,243,"3,786008","159,506173","1,204383","50,645148",1111,"7,653465","333,294329","2,355448","102,517708",,13,,2,1,50,",35","17,5",1704,"2,631455","146,452465",",826211","46,129568",,,,,,,,,1719,"29,744037","898,400233","9,306609","280,293408",,,,,,,,,1719,"29,947644","753,760908","9,375563","237,403005",,7,102,,,,,,1610,"2,913665","174,819876",",927506","55,650373",,711,14,14,"1,857143","64,285714",",634483","21,568966",980,"13,484694","420,091837","4,120799","127,970922",,,21,325,"8,652308","270,723077","2,63767","82,394252",1373,"17,380918","507,010197","5,379024","156,853556",,949,29,91,"5,879121","176,373626","1,751306","52,53919",650,"8,147692","244,430769","2,529724","75,891724",,,3,,,,,,1716,"22,536131","746,153846","6,983767","231,437229",
1957358,31,6,,,,,,,25,1,"17,4",",295724","5,038469",,,1,,,,,,30,"3,133333",93,",903999","27,340538",,31,,,,,,,,,,,,,,4,3,"4,666667",140,"1,42963","42,888889",24,"14,916667","447,5","4,266761","128,002826",,6,14,,,,,,11,2,"76,363636",",593777","22,535528",,,17,4,"3,5","131,25",",865278","32,402778",10,"3,6","193,5","1,109038","59,386738",,,,,,,,,31,"11,677419","521,612903","3,473729","155,597032",,,2,,,,,,29,"2,068966","124,137931",",613769","36,826144",,6,2,7,"3,285714","98,571429",",841069","25,232083",16,"4,375","131,25","1,35423","40,626913",,,,1,9,270,"2,73913","82,173913",30,"19,766667",593,"5,731863","171,955887",,,,,,,,,31,"13,548387","406,451613","3,945419","118,362562",,,,,,,,,31,"19,16129","684,193548","5,528966","196,785762",
1957359,62,1,,,,,,,61,"1,934426","43,032787",",596015","13,235937",,1,2,10,"1,6",30,",490722","9,237222",49,"3,55102","108,979592","1,09532","33,756768",,40,9,6,3,180,",8881","53,285965",7,4,"214,285714","1,244444","66,444444",,1,24,21,"5,380952",170,"1,643501","51,75873",16,"7,3125","288,75","2,266759","89,382639",,25,9,1,1,45,",368421","16,578947",27,"2,333333","97,222222",",703663","29,28251",,1,13,10,2,153,",603037","46,141667",38,"3,026316","205,263158",",920056","62,674269",,1,,,,,,,61,"9,360656","216,393443","2,86158","65,986313",,5,24,,,,,,33,"2,272727","136,363636",",690544","41,43266",,45,9,4,"1,75",75,",548333","23,3625",4,"2,5","127,5",",794835","40,06579",,,5,14,"8,571429","261,428571","2,504772","76,323718",43,"14,093023","450,697674","4,260608","136,268877",,,1,,,,,,61,"15,508197","871,47541","4,701093","263,867116",,,1,4,"8,75","262,5","2,555199","76,655983",57,"17,894737","536,842105","5,460072","163,80217",
1957360,300,15,,,,,,,285,"1,105263","22,824561",",342898","7,087291",,140,30,42,"1,428571","33,333333",",439223","10,316805",88,"1,795455","66,25",",54188","20,139076",,211,7,29,2,150,",635501","47,662541",53,3,225,",944903","70,867739",,100,23,29,"2,827586","169,655172",",796746","47,80475",148,"4,033784","242,027027","1,265946","75,956742",,23,,30,1,"48,333333",",317598","15,329974",247,"2,651822","134,635628",",808146","41,119872",,38,110,89,2,120,",614841","36,890469",63,"2,507937","225,714286",",746077","67,838532",,,,,,,,,300,"10,286667","443,3","3,183943","137,412942",,6,33,,,,,,261,2,120,",618491","37,109457",,286,1,2,1,90,",264245","23,782051",11,"5,636364","190,909091","1,700505","57,166667",,,2,5,8,240,"2,60037","78,011111",293,"23,276451","691,399317","7,03516","209,035253",,33,18,48,"5,4375","244,375","1,648238","74,061335",201,"8,253731","371,41791","2,536307","114,133793",,,,2,"8,5","292,5","2,831818","97,125",298,"20,315436","712,802013","6,19292","216,819259",
1957361,157,3,,,,,,,154,"1,025974","15,487013",",30387","4,592147",,1,,61,2,30,",614694","9,220413",95,"3,831579","82,736842","1,098135","23,716395",,114,10,24,"3,166667","181,041667",",941838","54,320694",9,"3,888889","327,222222","1,154917","99,344542",,15,29,9,"4,111111","188,333333","1,116231","51,190269",104,"7,173077","327,067308","2,087468","95,219404",,62,,,,,,,95,"3,852632","191,736842","1,076666","53,874414",,1,13,10,"4,1",148,"1,092501","40,575132",133,"4,857143","267,969925","1,441291","79,756923",,,,,,,,,157,"12,566879","376,687898","3,664431","110,180676",,,4,,,,,,153,"3,921569","235,294118","1,154696","69,281749",,93,7,4,3,"96,25",",721416","23,404871",53,"4,773585","207,45283","1,348066","58,480819",,1,5,14,"9,642857","296,071429","2,593366","79,789373",137,"15,905109","510,656934","4,589586","147,218275",,,2,9,"7,333333","202,222222","1,99183","55,795667",146,"15,89726","445,513699","4,61065","128,974028",,1,,5,"8,8",264,"2,707037","81,211111",151,"17,099338","513,675497","4,901496","147,28827",
1957362,153,2,,,,,,,151,"2,370861","74,569536",",671522","21,21471",,1,,24,1,"33,75",",303946","10,272682",128,"2,351563","92,421875",",66101","25,963565",,26,82,17,2,"142,941176",",575853","41,132802",28,"3,071429","215,892857",",834357","58,643121",,1,12,23,"5,521739","191,086957","1,524568","52,257588",117,"12,452991","455,726496","3,400458","124,609858",,17,5,1,1,50,",233333","11,666667",130,"2,769231","137,923077",",751357","37,754606",,2,12,11,"3,090909","163,181818",",951105","50,283954",128,"5,46875","336,757813","1,510108","92,896509",,,,,,,,,153,"13,372549","413,300654","3,725627","115,902488",,2,2,,,,,,149,"3,61745","217,04698","1,025538","61,532281",,1,2,11,"2,727273","91,818182",",707215","23,864935",139,"7,582734","299,42446","2,058717","80,771295",,,3,5,8,396,"2,607701","129,233142",145,"21,586207","1037,758621","5,6384","270,748708",,,,1,5,285,"1,944444","110,833333",152,"18,355263","950,690789","4,909088","254,555877",,,8,12,"8,583333","376,25","2,48923","109,231796",133,"16,157895","703,721805","4,291168","186,930295",
1957363,25,10,,,,,,,15,1,57,",271072","15,424299",,,,,,,,,25,5,"185,4","1,41463","52,834488",,22,3,,,,,,,,,,,,,3,3,"4,333333",185,"1,158025","49,414815",19,"6,210526","268,421053","1,810824","78,052308",,1,,,,,,,24,"4,875","231,25","1,409962","67,004087",,,,,,,,,25,"5,56","501,6","1,613433","145,076039",,,,,,,,,25,"22,8","614,4","6,403159","174,672796",,8,,,,,,,17,3,180,",870253","52,215156",,,2,2,3,90,",77","23,1",21,"6,285714","188,571429","1,726741","51,802242",,5,4,1,10,330,"2,592593","85,555556",15,"14,133333",632,"4,060562","181,325267",,,7,9,"4,777778","175,555556","1,502895","55,103448",9,"18,222222","526,666667","4,785631","139,237794",,,,,,,,,25,"20,72","668,4","5,661737","182,283675",
1957364,33,17,,,,,,,16,"1,75","26,25",",625405","9,381069",,1,3,4,"1,75",30,",580657","9,903031",25,"3,48","84,2","1,252053","30,254897",,17,3,9,"2,555556","166,666667",",8888","57,760006",4,"3,25","228,75","1,166667","82,5",,,2,6,"4,333333",155,"1,386031","49,319324",25,"6,48","232,8","2,259226","81,023926",,,,,,,,,33,"3,212121","188,181818","1,111192","65,130512",,,,2,2,120,",651516","39,090909",31,"2,967742","224,516129","1,037769","77,97464",,,,,,,,,33,"9,545455","488,939394","3,390467","173,723616",,11,4,,,,,,18,"2,611111","156,666667",",900528","54,031679",,27,2,1,2,60,",777778","23,333333",3,5,200,"1,762963","67,977778",,,,1,9,360,"2,73913","109,565217",32,"13,40625",570,"4,64754","198,148031",,,,9,"5,666667","246,666667","1,827365","78,334124",24,"9,583333","341,25","3,347183","118,610562",,,,,,,,,33,"14,939394","886,363636","5,120295","304,128965",
1957365,274,9,,,,,,,265,"1,328302","26,09434",",390466","7,691644",,3,,14,1,30,",330556","9,916667",257,"3,848249","133,599222","1,112377","38,566717",,222,10,6,3,170,",959259","54,055556",36,"4,861111","269,166667","1,370345","75,686211",,5,49,90,"4,977778","176,666667","1,408482","49,660443",130,"6,5","281,192308","1,944902","83,793205",,133,5,16,1,45,",310266","13,961957",120,"2,916667","161,583333",",810677","44,932353",,2,30,6,3,"126,666667",",848766","36,283951",236,"3,317797","298,15678",",955349","86,409309",,,,,,,,,274,"9,357664","407,171533","2,76469","120,099139",,12,8,,,,,,254,"2,862205","171,614173",",841787","50,476575",,148,10,7,"2,285714","81,428571",",650805","23,246377",109,"7,192661","249,357798","2,060096","72,339461",,1,,24,"8,833333","266,25","2,662346","80,194445",249,"15,393574","502,369478","4,406151","143,752737",,19,5,1,7,135,"2,45","47,25",249,"22,883534","1316,144578","6,579638","377,921961",,,5,20,"8,7",276,"2,664363","84,336438",249,"26,056225","812,349398","7,438547","231,896765",
1957366,68,1,,,,,,,67,"1,522388","53,731343",",45569","16,027669",,1,,,,,,,67,"1,029851","46,343284",",309348","13,92064",,55,4,1,3,150,",954545","47,727273",8,4,210,"1,185692","62,248843",,,,7,"4,142857","190,714286","1,195625","55,028143",61,"7,360656","336,885246","2,188237","100,24956",,21,,,,,,,47,"1,12766","67,659574",",329375","19,762524",,,,1,3,165,",954545","52,5",67,"10,80597","597,313433","3,183824","176,711922",,,,1,2,105,",608696","31,956522",67,"5,328358","278,507463","1,601797","83,604776",,1,4,,,,,,63,"2,52381","151,428571",",759353","45,561195",,11,27,4,2,"93,75",",55819","25,711207",26,"5,5","278,653846","1,527893","77,310538",,,3,11,"9,454545","411,818182","2,583939","112,611176",54,"12,388889","529,814815","3,672633","157,612478",,,,1,6,270,"1,615385","72,692308",67,"12,761194","574,253731","3,786734","170,403039",,,,1,10,855,"2,592593","221,666667",67,"21,746269","1103,731343","6,472145","328,752276",
1957367,56,10,,,,,,,46,1,15,",324429","4,866432",,,,1,1,30,",35","10,5",55,"4,618182",118,"1,461164","37,501586",,50,6,,,,,,,,,,,,13,33,6,"3,166667","142,5","1,055072","47,478261",4,"4,25","191,25","1,413768","63,619565",,49,,,,,,,7,2,"100,714286",",530545","27,703268",,,,4,6,"141,25","2,1","49,4375",52,"25,211538","767,884615","8,041145","245,132098",,,1,,,,,,55,"8,890909",312,"2,861587","100,108064",,7,20,11,2,"99,545455",",657196","32,655952",18,3,150,",982475","49,123765",,54,1,,,,,,1,11,330,"3,85","115,5",,,15,24,"7,791667",440,"2,48402","139,587403",17,"13,941176","594,705882","4,271702","181,374931",,5,12,,,,,,39,"9,461538","338,461538","2,920821","104,12129",,,,1,8,240,"2,8",84,55,"15,909091","477,090909","5,032752","150,945129",
1957368,303,70,,,,,,,233,"1,064378","47,253219",",357128","15,841732",,168,2,87,"1,011494","30,114943",",348306","10,368727",46,"2,326087","69,782609",",73791","22,1373",,218,16,69,3,180,"1,038619","62,317139",,,,,,,64,14,51,"4,941176","151,764706","1,64858","50,585927",174,"6,103448","253,189655","2,071744","85,885107",,236,,,,,,,67,"2,074627","124,477612",",694308","41,6585",,45,33,118,"1,016949",120,",345478","40,837745",107,"8,158879","362,242991","2,758945","122,334412",,1,,,,,,,302,"4,668874","251,688742","1,575804","85,139293",,40,,263,2,90,",676388","30,437446",,,,,,,283,1,1,1,60,",35",21,18,"9,222222","221,111111","2,833711","69,294611",,1,17,42,"7,119048","397,142857","2,426023","135,190058",243,"17,613169","868,641975","5,899596","291,28211",,9,84,164,"4,70122","251,707317","1,595257","85,305415",46,"6,413043","354,782609","2,141242","118,33647",,,17,67,"7,686567","239,552239","2,524386","78,704793",219,"16,424658","660,684932","5,546734","223,084254",
1957369,398,57,,2,1,10,",35","3,5",339,"1,091445","33,466077",",365257","11,179794",,3,,1,1,30,",35","10,5",394,"3,035533","115,951777","1,015225","38,91173",,316,9,20,3,180,"1,044013","62,640789",53,"4,283019","256,981132","1,42106","85,26361",,,36,139,"4,892086","147,517986","1,611002","48,594449",223,"7,90583","261,928251","2,661201","88,156767",,11,,,,,,,387,"4,041344","224,754522","1,353577","75,338171",,27,62,21,"3,285714","143,571429","1,133862","49,600529",288,"7,916667","425,190972","2,617345","140,164836",,,,2,"4,5","102,5","1,495455","34,045455",396,"7,35101","272,373737","2,468683","91,495033",,4,7,32,2,"96,40625",",656699","31,60971",355,"3,625352","169,549296","1,223965","57,245707",,354,1,1,2,60,",7",21,42,"4,571429","184,285714","1,484756","59,465007",,,2,14,"8,785714","308,571429","2,644739","92,794192",382,"14,429319","551,58377","4,83374","184,488282",,,2,16,"4,6875","140,625","1,567704","47,031112",380,"11,031579","342,552632","3,62136","112,501237",,,1,9,"8,777778","283,333333","2,828017","90,184588",388,"15,360825","525,07732","5,13414","175,757498",
1957370,396,333,,,,,,,63,"1,253968","19,285714",",411857","6,325294",,2,177,50,"1,94",30,",647263","9,96515",167,"2,54491","57,215569",",832062","18,751504",,223,63,48,3,180,"1,0461","62,765974",62,"4,580645","274,83871","1,473268","88,396065",,5,143,107,"3,11215","153,17757","1,037244","51,094968",141,"5,297872","255,390071","1,737994","83,887735",,16,1,,,,,,379,"2,469657","138,588391",",802709","45,04874",,,47,83,"2,843373","142,771084",",960444","48,216772",266,"5,894737","315,357143","1,944858","104,11256",,,1,6,"4,333333","105,833333","1,488207","36,791423",389,"7,640103","239,794344","2,556945","80,098056",,1,61,,,,,,334,"2,389222","154,670659",",79321","51,309611",,123,47,171,"1,023392","60,350877",",359076","21,245244",55,"4,472727","181,090909","1,383073","56,412647",,,2,21,"8,619048","258,571429","2,749064","82,471928",373,"13,058981","391,769437","4,293232","128,796971",,40,20,9,"5,222222","151,666667","1,744475","50,610872",327,"9,929664","291,16208","3,310197","97,017511",,,2,5,8,276,"2,501852","86,255556",389,"22,25964","786,246787","7,338955","259,582326",
1957371,105,,,,,,,,105,"1,67619","25,142857",",576894","8,653406",,,2,10,2,30,",720131","10,801961",93,"4,494624","67,580645","1,531164","23,023915",,85,7,1,2,150,",7","52,5",12,3,200,"1,063816","70,921053",,9,8,10,"3,3",132,"1,166462","46,887719",78,"5,141026","277,692308","1,749035","94,144558",,16,,,,,,,89,"2,011236","116,123596",",691762","39,904008",,1,40,2,"3,5","137,5","1,225","48,125",62,"3,354839","240,967742","1,156668","82,737925",,,,,,,,,105,"12,419048","464,857143","4,2675","159,79904",,10,3,19,2,90,",700989","31,544484",73,3,135,"1,039225","46,76511",,63,,1,1,60,",35",21,41,"3,341463","176,341463","1,093532","58,611285",,,,9,8,"232,222222","2,733442","79,155945",96,"18,53125","570,520833","6,329257","195,237525",,1,2,9,"5,111111","153,333333","1,748105","52,443145",93,"10,935484","328,064516","3,724044","111,72131",,,1,4,8,"277,5","2,8","97,125",100,"14,65","493,5","4,966207","168,032554",
1957372,248,,,,,,,,248,"1,387097","24,254032",",436608","7,571778",,,,24,2,30,",683582","10,25373",224,"3,642857","95,424107","1,15157","30,127468",,162,30,18,2,"139,166667",",671194","46,688272",38,3,210,",951154","66,580794",,3,69,95,"5,242105","157,263158","1,621981","48,659437",81,"6,814815","204,444444","2,149825","64,49476",,17,2,,,,,,229,"1,227074","70,742358",",383457","22,174281",,1,79,18,2,"146,666667",",609259","46,997942",150,"3,406667","240,466667","1,086619","76,62788",,,9,13,"3,769231","91,153846","1,280606","30,535916",226,"6,690265","263,495575","2,11433","82,914944",,7,8,,,,,,233,"2,240343","134,227468",",713075","42,751528",,43,31,44,"2,090909","68,863636",",65995","21,749698",130,"3,515385","126,923077","1,097913","39,69813",,,2,7,"8,571429","312,857143","2,606859","96,836478",239,"20,100418","715,523013","6,240312","222,622877",,10,20,56,"5,321429","159,642857","1,690705","50,721161",162,"8,302469","252,037037","2,564351","77,436401",,6,12,17,"8,117647","243,529412","2,588146","77,644376",213,"16,779343","501,971831","5,210406","155,938498",
1957373,54,43,,,,,,,11,1,30,",308522","9,255676",,2,1,,,,,,51,"1,823529","83,921569",",561187","25,889245",,45,6,3,3,180,",889259","53,355556",,,,,,,39,6,6,"2,333333",140,",732066","43,923977",3,3,180,"1,05",63,,35,,,,,,,19,"1,210526","71,052632",",37179","21,754745",,3,12,22,"2,136364","125,454545",",675595","39,581131",17,"4,058824","238,235294","1,234868","72,719531",,,1,1,4,90,"1,037037","23,333333",52,"15,807692","216,442308","4,792464","65,82909",,17,,,,,,,37,"2,891892","173,513514",",894307","53,658387",,52,,,,,,,2,7,210,"1,655637","49,669118",,,3,5,"7,8",234,"2,385185","71,555556",46,"20,521739","615,652174","5,938325","178,149743",,4,1,3,"5,333333",320,"1,737291","104,237473",46,"10,804348","648,26087","3,216525","192,991506",,1,1,4,"7,5",240,"2,625",84,48,"16,104167","572,5","4,652658","166,24348",
1957374,188,13,,,,,,,175,"1,885714","55,371429",",566117","16,776291",,3,3,1,2,30,",4",6,181,"1,972376","74,834254",",590545","22,541736",,91,47,15,3,164,",878173","47,889686",35,4,210,"1,274532","66,912949",,,17,30,"3,3","180,666667",",896163","49,073518",141,"5,446809","310,35461","1,641152","93,567022",,19,123,,,,,,46,"2,413043","74,347826",",66932","20,568736",,,,,,,,,188,"13,601064","851,888298","4,030945","253,118892",,,,,,,,,188,"12,558511","340,771277","3,773404","102,381093",,1,24,,,,,,163,"2,006135","120,368098",",617357","37,041429",,123,55,,,,,,10,"6,2","228,5","1,996231","72,21461",,,5,36,"8,944444","358,333333","2,515219","100,728142",147,"14,714286","526,904762","4,370466","155,608028",,,,7,"6,571429","394,285714","1,729341","103,76044",181,"10,662983","639,779006","3,166639","189,998369",,,,,,,,,188,"28,526596","855,797872","8,442939","253,288164",
1957375,43,9,,,,,,,34,1,15,",337287","5,059301",,22,,1,1,30,",35","10,5",20,"2,8",70,",942426","23,410833",,34,4,1,3,150,",84",42,4,4,210,"1,218519","63,972222",,21,2,2,"2,5",150,",738889","44,333334",18,"3,944444","236,666667","1,339794","80,387654",,21,,,,,,,22,"1,954545","117,272727",",645772","38,746309",,,,2,"2,5",125,",875","43,75",41,"21,902439","345,121951","7,302678","115,047852",,,20,14,"4,214286","103,928571","1,426154","35,215385",9,"6,777778","188,888889","2,124074","60,229424",,43,,,,,,,,,,,,,40,,1,1,60,",35",21,2,4,195,"1,173148","54,638889",,,2,5,"7,8",372,"2,53037","119,855556",36,"12,555556","533,611111","4,167283","178,087013",,2,5,5,"4,6",138,"1,61","48,3",31,"10,419355","441,290323","3,480972","146,355065",,2,2,9,"7,888889","246,666667","2,589601","81,188034",30,"12,333333",421,"4,155585","142,088694",
1957376,355,52,,,,,,,303,"1,508251","22,706271",",482173","7,258386",,1,24,2,2,30,",683334","10,25",328,"2,728659","77,118902",",882789","24,961512",,199,82,5,3,150,"1,04",52,69,"4,855072","261,304348","1,60605","86,387296",,84,15,24,"3,166667","151,458333","1,033228","49,608216",232,"5,400862","266,508621","1,765075","87,089973",,55,,36,1,50,",344941","17,247051",264,"2,863636","145,378788",",918304","46,617964",,,7,191,"2,078534","122,120419",",679215","39,898748",157,"4,33121","264,617834","1,414465","86,266334",,,,,,,,,355,"11,943662","326,211268","3,901596","106,61775",,3,58,1,1,90,",35","31,5",293,"2,017065","121,331058",",65593","39,4554",,287,4,5,"2,6",84,",741111","23,761111",59,"6,440678","249,152542","2,000077","77,225202",,,,,,,,,355,"42,653521","981,605634","13,681493","314,947648",,10,16,136,"5,507353","330,441176","1,720455","103,227275",193,"6,65285","399,170984","2,183871","131,032259",,1,,1,6,180,"2,1",63,353,"20,184136","639,858357","6,474038","205,270001",
1957377,181,20,,,,,,,161,"1,037267","15,652174",",346681","5,232824",,,,,,,,,181,"7,436464","262,707182","2,482697","88,049202",,155,,5,2,150,",663704","49,777778",21,3,225,"1,000932","75,069867",,96,,5,2,120,",7",42,80,"4,3625","261,75","1,416727","85,003632",,88,,,,,,,93,"1,55914","93,548387",",511504","30,690264",,1,6,28,2,120,",687076","41,224541",146,"5,10274","468,59589","1,692687","155,747598",,,2,41,"2,02439",90,",683788","30,386319",138,"5,934783","291,376812","1,996805","98,021744",,1,,,,,,,180,"3,65","222,666667","1,219253","74,354258",,132,4,6,"1,666667",60,",583333",21,39,"5,153846","291,153846","1,75406","98,957605",,1,3,17,"7,352941","328,235294","2,514815","113,120915",160,"25,30625","1350,9375","8,374063","447,701268",,15,3,23,5,300,"1,688547","101,312844",140,"7,342857","422,142857","2,444307","140,433438",,,17,50,"8,06","276,6","2,566477","88,053396",114,"14,017544","541,315789","4,644904","179,178266",
1957378,306,46,,,,,,,260,"1,619231","63,346154",",500809","19,639799",,,1,,,,,,305,"4,990164",168,"1,568326","52,799995",,255,2,3,3,150,",959259","47,962963",46,"4,130435","206,521739","1,258712","62,935577",,2,76,78,"4,564103","147,692308","1,484368","47,8202",150,"6,706667","274,2","2,105453","85,788134",,44,,23,1,"49,347826",",326489","16,096216",239,"2,92887","156,903766",",877671","46,815423",,,24,38,"2,894737","143,684211",",938216","46,590989",244,"5,016393","385,45082","1,562769","120,272361",,,1,,,,,,305,"10,209836","258,983607","3,203922","81,897759",,,1,21,2,90,",654687","29,460936",284,"4,03169","181,426056","1,271486","57,216852",,148,1,15,"1,066667",88,",285368","22,883114",142,"2,725352","240,211268",",837964","74,131555",,,8,5,"7,2",222,"2,338519","72,255556",293,"26,088737","846,65529","7,984121","258,597897",,68,62,71,"5,084507","199,014085","1,598815","62,508239",105,"10,6","409,428571","3,103361","120,142586",,,2,3,"7,666667",390,"2,732456","138,894737",301,"23,481728","956,112957","7,156774","291,890494",
1957379,169,1,,,,,,,168,"1,541667","38,75",",425401","10,463874",,,36,,,,,,133,"4,593985","119,774436","1,233556","32,0719",,153,,16,3,180,",831087","49,865196",,,,,,,44,13,32,"6,65625","199,6875","1,737908","52,137231",80,8,240,"2,138567","64,156995",,5,1,2,"1,5","42,5",",525","14,875",161,"4,596273","194,161491","1,263134","52,909355",,,22,55,"3,727273","152,727273","1,123663","46,040557",92,"5,119565","334,728261","1,337114","87,179477",,,1,,,,,,168,"11,125","320,714286","3,060208","88,031125",,13,33,,,,,,123,2,120,",546049","32,762937",,136,7,,,,,,26,"7,307692","297,692308","1,818474","76,902168",,3,5,14,"8,071429","242,142857","2,50275","75,082486",147,"24,836735","752,244898","6,586024","199,639554",,,,1,8,270,"1,647059","55,588235",168,"16,22619","627,410714","4,480182","173,830483",,1,,2,"7,5",225,"2,689474","80,684211",166,"28,921687","867,650602","7,851567","235,547",
1957380,25,,,,,,,,25,1,20,",323654","6,473084",,,,,,,,,25,"4,12","160,8","1,308917","51,09788",,16,9,,,,,,,,,,,,,1,,,,,,24,"7,75","367,5","2,429718","115,299433",,1,,,,,,,24,"3,083333","181,25",",981713","57,703685",,,,1,3,150,"1,05","52,5",24,"6,25","547,5","1,959874","173,286278",,,,,,,,,25,"21,08","462,4","6,683005","148,149033",,,,4,2,100,",66384","33,192008",21,"3,095238","154,761905",",995252","49,762583",,25,,,,,,,,,,,,,,1,1,8,330,"2,8","115,5",23,"13,086957","507,826087","4,076321","158,144018",,,8,16,5,300,"1,558852","93,531123",1,6,360,"2,1",126,,,,,,,,,25,"22,04","672,4","6,940967","211,159004",
